1710584,1
2010015,1
2010703,2
2010777,1
2110238,3
2110267,2
2110727,1
2210121,1
2210510,3
2210570,3
2311008,1
2311012,1
2311016,1
2311020,1
2311028,3
2311032,2
2311036,1
2311044,3
2311052,2
2311056,2
2311060,1
2311064,3
2311068,2
2311072,2
2311076,1
2311080,2
2311084,3
2311088,1
2311092,3
2311096,2
2311100,3
2311104,3
2311108,3
2311112,3
2311116,2
2311120,2
2311124,1
2311128,1
2311132,2
2311140,3
2311144,1
2311148,1
2311152,1
2311156,2
2311160,1
2311164,3
2311168,1
2311172,3
2311180,2
2311184,3
2311188,1
2311192,1
2311196,1
2311200,2
2311204,3
2311208,3
2311212,1
2311216,3
2311220,2
2311224,2
2311228,3
2311232,3
