2010015,1
2010777,1
2110238,3
2110267,2
2110727,2
2210121,3
2210455,3
2210510,1
2210570,2
2311004,2
2311008,3
2311012,2
2311016,2
2311020,1
2311032,2
2311036,3
2311044,3
2311052,1
2311056,2
2311060,2
2311064,3
2311068,2
2311072,2
2311076,2
2311080,1
2311084,2
2311088,3
2311092,2
2311096,2
2311100,3
2311104,2
2311108,1
2311112,3
2311116,2
2311120,1
2311124,3
2311140,2
2311144,2
2311148,3
2311152,1
2311156,2
2311160,1
2311164,3
2311168,1
2311172,3
2311176,3
2311180,2
2311184,3
2311188,1
2311192,3
2311196,2
2311200,2
2311204,3
2311208,1
2311212,2
2311216,3
2311220,2
2311224,2
2311232,3
