2010040,2
2110204,3
2110596,3
2311001,2
2311005,3
2311009,3
2311013,3
2311017,3
2311021,3
2311025,2
2311029,3
2311033,3
2311037,2
2311041,2
2311045,3
2311049,3
2311053,1
2311057,2
2311061,3
2311065,3
2311069,2
2311073,3
2311077,2
2311085,2
2311089,2
2311093,3
2311097,2
2311101,3
2311105,3
2311109,3
2311113,3
2311117,3
2311121,2
2311125,3
2311129,3
2311133,2
2311137,2
2311141,2
2311145,1
2311149,3
2311153,2
2311157,2
2311161,2
2311165,1
2311169,2
2311173,2
2311177,3
2311181,3
2311185,1
2311189,1
2311193,1
2311197,1
2311201,2
2311205,2
2311209,2
2311213,2
2311217,1
2311221,3
2311225,3
2311233,2
