2010040,2
2110204,1
2110596,1
2210349,1
2311001,2
2311005,1
2311009,3
2311013,1
2311017,3
2311021,3
2311025,2
2311029,-
2311033,3
2311037,1
2311041,2
2311045,1
2311049,1
2311053,1
2311057,3
2311061,1
2311065,1
2311069,3
2311073,3
2311077,1
2311081,1
2311085,3
2311089,2
2311093,3
2311097,1
2311101,3
2311105,3
2311109,2
2311113,3
2311117,2
2311121,1
2311125,2
2311129,3
2311133,3
2311137,1
2311141,3
2311145,1
2311149,3
2311153,3
2311157,1
2311161,1
2311165,1
2311169,3
2311173,3
2311177,3
2311181,3
2311185,1
2311189,1
2311193,3
2311197,1
2311201,3
2311209,3
2311213,2
2311217,1
2311221,3
2311225,1
2311229,1
2311233,1
