2311002,2
2311006,2
2311010,2
2311014,2
2311018,3
2311022,1
2311026,2
2311030,-
2311034,1
2311038,3
2311042,3
2311046,3
2311050,2
2311054,3
2311058,2
2311062,2
2311066,2
2311070,3
2311074,3
2311082,2
2311086,2
2311090,3
2311098,2
2311102,2
2311106,2
2311110,2
2311114,1
2311118,3
2311122,2
2311126,3
2311130,1
2311134,3
2311138,3
2311142,3
2311146,2
2311150,2
2311154,3
2311158,2
2311162,3
2311166,3
2311170,3
2311174,2
2311178,2
2311182,2
2311186,3
2311190,1
2311194,2
2311198,2
2311202,3
2311206,2
2311210,2
2311214,2
2311222,3
2311226,3
2311230,3
2311234,1
