2311002,2
2311006,1
2311010,2
2311014,1
2311018,3
2311022,3
2311026,2
2311030,2
2311034,2
2311038,3
2311042,1
2311046,2
2311050,-
2311054,1
2311058,2
2311062,1
2311066,2
2311070,2
2311074,2
2311078,-
2311082,1
2311086,1
2311090,3
2311094,3
2311098,1
2311102,1
2311106,2
2311110,2
2311114,3
2311118,2
2311122,2
2311126,1
2311130,1
2311134,3
2311138,3
2311142,3
2311146,3
2311150,2
2311154,3
2311158,2
2311162,3
2311166,1
2311170,3
2311174,1
2311178,3
2311182,1
2311186,3
2311190,1
2311194,2
2311198,2
2311202,1
2311206,3
2311210,3
2311214,2
2311218,3
2311222,1
2311226,3
2311230,-
2311234,3
