1810415,1
1910703,2
2010139,2
2110077,3
2110092,3
2110730,2
2210021,3
2210112,3
2210251,2
2210388,2
2210626,2
2210665,2
2313003,1
2313007,3
2313011,1
2313015,2
2313019,2
2313023,1
2313027,3
2313031,1
2313035,2
2313039,3
2313043,3
2313047,3
2313051,3
2313055,3
2313059,1
2313067,2
2313071,3
2313075,2
2313083,3
2313087,2
2313095,1
2313103,3
2313107,2
2313111,1
2313119,3
2313127,1
2313135,3
2313139,1
2313143,2
2313147,3
2313151,2
2313155,2
2313159,3
2313163,2
2313167,2
2313171,2
2313175,3
2313179,2
2313183,3
2313187,2
2313191,3
2313195,1
2313199,1
2313203,1
2313207,3
2313215,2
2313219,2
2313223,2
2313227,2
