1910703,2
2010139,2
2010545,1
2010578,3
2110092,1
2110730,2
2210021,1
2210112,3
2210251,2
2313003,1
2313007,2
2313011,2
2313015,1
2313019,3
2313023,3
2313027,3
2313031,1
2313035,3
2313043,2
2313051,3
2313055,3
2313059,2
2313067,3
2313071,1
2313075,2
2313079,3
2313083,2
2313087,2
2313095,1
2313103,3
2313107,1
2313111,3
2313115,1
2313119,3
2313127,1
2313135,1
2313139,2
2313143,2
2313147,2
2313151,2
2313155,2
2313159,3
2313163,2
2313167,1
2313171,2
2313175,1
2313179,3
2313183,3
2313187,1
2313191,3
2313195,1
2313199,3
2313203,1
2313207,1
2313211,3
2313215,1
2313219,3
2313223,2
2313227,2
