1910703,2
2010139,3
2010545,2
2110092,3
2110730,2
2210021,2
2210112,3
2210251,2
2313003,2
2313007,3
2313011,2
2313015,1
2313019,2
2313023,3
2313031,1
2313039,3
2313043,3
2313047,3
2313051,2
2313055,3
2313059,1
2313067,2
2313071,2
2313075,2
2313079,3
2313083,3
2313087,-
2313095,1
2313103,3
2313111,3
2313115,1
2313119,3
2313127,1
2313139,1
2313143,2
2313147,2
2313151,2
2313155,2
2313159,3
2313163,2
2313167,2
2313171,3
2313179,2
2313183,-
2313187,1
2313191,3
2313195,1
2313199,1
2313203,2
2313207,1
2313215,2
2313219,2
2313223,2
2313227,2
