2010203,2
2110268,1
2110552,2
2210132,2
2210134,3
2210328,1
2210353,2
2313001,2
2313005,1
2313009,2
2313013,3
2313017,3
2313021,3
2313025,1
2313029,3
2313033,2
2313037,1
2313041,-
2313045,3
2313049,2
2313061,3
2313065,3
2313069,3
2313077,3
2313081,-
2313085,1
2313089,3
2313093,1
2313097,3
2313101,1
2313105,3
2313109,3
2313113,2
2313117,3
2313121,2
2313125,3
2313129,1
2313133,3
2313137,2
2313141,2
2313145,1
2313149,2
2313153,3
2313157,1
2313161,2
2313169,2
2313173,2
2313177,1
2313181,1
2313185,1
2313189,3
2313193,1
2313197,1
2313201,2
2313205,3
2313209,3
2313213,3
2313217,2
2313221,2
2313225,1
2313229,1
